Borghello,Iván Borghello,Iván Emiliano Borghello,Posición,FechaNac,LugarNac,Argentina,FechaMuerte,LugarMuerte,Peso,Altura,Procedencia,Destino,Trayectoria,Biografía,https://blogger.googleusercontent.com/img/a/AVvXsEgsokxjsN2qTWtIPHUt3Tx4BHzpvSNAtmgv1Bx2D2r4dMOLhD1FIdul7zX5o5FQ-umpudm2jXMeFytkHEEW-GRUw1GAepHBYUcuE8LUVUhh8i17_gjRYYXvP7lwhyPPo0k1LyvxtV4J-vsGwjcdTbPED118dYlxnkT4gMsfsOQcCbVo6Xbf5AAfKgknlAMI=w108-h144,Foto2
﻿Bottaro,Julián Bottaro,Julián Bottaro,Posición,28/02/1992,LugarNac,Argentina,FechaMuerte,LugarMuerte,Peso,Altura,Inferiores,Destino,Trayectoria,Biografía,https://blogger.googleusercontent.com/img/a/AVvXsEjOI23R25RC9EtPOcyuY93SHbs97byHvGnMqdXoKZJ6l28JS_XYCbIWtl73RSzCA4dhNb2FajfqZOP3-UkMy_maCdEA5R8wzFCdrmui_G8UVW319JOMD8yd1hsK1feEp9cXYDx0OITXcRzkZU8v-htx42LSbJeEGnslucrISb06HYTLuG9OCyR6Vovz2vfy=w108-h144,Foto2
﻿Bouvier,Martín Bouvier,Juan Martín Bouvier,Posición,02/02/1992,LugarNac,Argentina,FechaMuerte,LugarMuerte,Peso,Altura,Inferiores,Armenio,Trayectoria,Biografía,Foto1,Foto2
Brítez Ojeda,Marcos Brítez Ojeda,Marcos Daniel Brítez Ojeda,Posición,FechaNac,LugarNac,Argentina,FechaMuerte,LugarMuerte,Peso,Altura,Racing Club,Destino,Trayectoria,Biografía,https://blogger.googleusercontent.com/img/a/AVvXsEivJGP44M1DqCOZqq5lMA_6l_H2cHR5w7Qk-uUKfl2FIi69kdOPERuPIbDo_baTKjgamjNmmg-l0e7rxbbRcSgXumvgpL15Fsi-LTAVyT2lofNcYoO-RHwDipDIlTK-FVTxIjTRhWG9tAUefWPViS1ka9PjvmVA2qe0T13bQ4R-lYrSeAyVHpdzq-BQGGQd=w109-h146,Foto2
Bruna,Pablo Bruna,Pablo Nicolás Bruna,Posición,FechaNac,LugarNac,País,FechaMuerte,LugarMuerte,Peso,Altura,Unión (Santa Fe),Destino,Trayectoria,Biografía,Foto1,Foto2
﻿Busse,Walter Busse,Nombre,Posición,03/03/1987,LugarNac,Argentina,FechaMuerte,LugarMuerte,Peso,Altura,Independiente,Defensa y Justicia,Trayectoria,Biografía,https://blogger.googleusercontent.com/img/a/AVvXsEjN6wle51P3cggim-0LfJbzTGVnJf82RUg6OBd2yD6COI6Qnb7BVnUqKYK1FYEpmhGzRSQr_mkMDn9cejxRIB-1Ye2gCRvZ7lAj1AbT0XGh0bLoHyf_CxetK58cOhxhiep2i_GtCTwrdh455vUQDIhzg3sUOYHLgEFd5g9-Uv2n3oXr8kEkyFQAbE94ikI6=w105-h142,Foto2
Bustos,Jonathan Bustos,Jonathan Bustos,Volante izquierdo,29/06/1994,Buenos Aires,Argentina / Indonesia,FechaMuerte,LugarMuerte,Peso,Altura,Inferiores,Platense,"Huracán,Platense,Larisa (Grecia),Melgar (Perú),Borneo FC (Indonesia),Sleman (Indonesia),Al Quwa Al Jawiya (Irak),Malut United (Indonesia),Persela (Indonesia)","Quedó libre de Boca Juniors a temprana edad pero al probar suerte en Huracán demostró ser un gran talento.  A los quince años pasó a entrenar en 1° división de la mano de Rivoira, lo que le dio la chance de practicar también con la Selección argentina Sub-20.  En forma profesional debutó ante Gimnasia, en 2011.  Por diversos motivos y a pesar de mostrar buenas condiciones no logró afianzarse nunca como titular.  En 2015 pasó a préstamo a Platense, que jugaba en la 1° 'B' Metropolitana. Luego pasó a préstamo al Larisass de Grecia, Melgar de Perú y actualmente se desempeña en el Borneo.",https://blogger.googleusercontent.com/img/a/AVvXsEjyYdwjo5069FyGxFElww8annOpBfSQtd8NBuL8UNT1Puc5ARktTEOTY3n7Kga9SLdAjjR2Rf5KkljQATnBIVw1z4Kj0WvHrTELARD_Oe2W3lS_qraAxQHevX5F2iZtAVDO7fVDksYv564_-5FhhvwMSqfliLr3lyedLUmoUhrv2HQ7CWr3OA9wJkeRDgKA=w104-h139,https://blogger.googleusercontent.com/img/a/AVvXsEi38MUNknyiCzAH1xUuAgRSfGdXaKtTVza61w_FspQmFU_skzizs-KklcPu-edLfk4mp-GdpgjqHZfH44yXGwiH89Yi7BDF4nhzSfr8gu1eWcmAid7hjJOzZ0doT1vxweJwmZyiiAFw7Gk9kozLrCSuvOR-WmAZgtBb3d_ZGWT8c-Na0nbYTYDyAtbN_6Jt
﻿Calviño,Lucas Calviño,Lucas Calviño,Arquero,FechaNac,LugarNac,Argentina,FechaMuerte,LugarMuerte,Peso,Altura,Club Almagro,Destino,Trayectoria,Biografía,https://blogger.googleusercontent.com/img/a/AVvXsEhhRCcgEsfJJ8wWGrHJBqIwJ3ADV4oVnk-HEpgHEc7jrYh3eM9jYeePrAQe5P9FA0nJhy83Dtu9uML_W-sklAEpLD9mL1nDoMFkuelPz-P2YOuCAhHknfJnKmIi5qh6l9-vDhkAJDhk-sgikTztCuGJEJGntBhSGerD3PEXAdcHAEgbx58tBoPr43jyEB4z=w137-h183,Foto2
Campana,Lucas Campana,Lucas Ariel Campana,Posición,FechaNac,LugarNac,Argentina,FechaMuerte,LugarMuerte,Peso,Altura,Inferiores,La Serena (Chile),Trayectoria,Biografía,Foto1,Foto2
Cámpora,Javier Cámpora,Javier Cámpora,Posición,07/01/1980,Rosario (Santa Fe),Argentina,FechaMuerte,LugarMuerte,Peso,Altura,Colo Colo (Chile),Racing Club,"Rosario Central, Fénix (Uruguay), Dep. Concepción (Chile), Tiro Federal (Rosario), Cruz Azul (México), Jaguares (México), Puebla (México), Aris Salonica (Grecia), Colo Colo (Chile), Huracán, Racing Club, All Boys, Veria FC (Grecia)",Biografía,https://blogger.googleusercontent.com/img/a/AVvXsEiEgwinun7Ah-6nncji2A8ogJ_g0TQ0Nns4stYP0XBssiZ8Od2srtoXO4-NkNmrRTNCSvxJgwY0QSu2Wla9gQy40tHhDaDLNHrJgEiwGZWfPiTYiV2q-IdSX3mzUCLcSeOtdC8R8XZ3ADLr5967lqNQscmTscUyFiV7p2NLEdVvo4q3fKcKAbKReCDLgj6N=w143-h191,Foto2
﻿Capurro,Alejandro Capurro,Alejandro Pablo Capurro,Posición,FechaNac,LugarNac,Argentina,FechaMuerte,LugarMuerte,Peso,Altura,Procedencia,Destino,"Colón (Santa Fe),Sakaryaspor (Turquía),Gimnasia (La Plata),Argentinos Juniors,Huracán,Aldosivi,Excursionistas,Gutiérrez (Mendoza),Dep. Maipú (Mendoza),Boxing (Río Gallegos),Puerto San Martín (Santa Fe)",Biografía,https://blogger.googleusercontent.com/img/a/AVvXsEi92aUQb8hQg-kT6Kl7Cc4ZFxqC7MRTdiAInxlWmUZ5_E4nd5MfGoinfGuT1fJErzKfyapriiBbYlealZz3wSNhot22fwlNYXs6t4u1vmhPv8CAp45FC45TFs33GtZr6P-9fFESZSmza1Z9KFJtCRSSQcP-1DebJ8sPdY_aG5A7ZpwcHjrWQp0dfG9UFrim=w135-h181,Foto2
Carrera,Santiago Carrera,Santiago Nicolás Carrera,Posición,FechaNac,LugarNac,Uruguay,FechaMuerte,LugarMuerte,Peso,Altura,Sud América (Uruguay),Liverpool (Uruguay),Trayectoria,Biografía,Foto1,Foto2
﻿Carrizo,Juan C Carrizo,Juan Carlos Carrizo,Posición,FechaNac,LugarNac,Argentina,FechaMuerte,LugarMuerte,Peso,Altura,Olimpo (Bahía Blanca),Destino,Trayectoria,Biografía,https://blogger.googleusercontent.com/img/a/AVvXsEiU9ExJaCMT7YbwDYt83K9NvJxvDZBfgZ2pnvorQpx5h5-GberH2tHACATFGX2Zk-3OQ59UYa2qUSKvAc8gOGw2K-zWOFxAj2KPpLNS8hMN90JiTeuahHpA3alzLnFHh5gQl1mmFgFU8zfIsGoKto18xUM1OIba-DQvS2uPeHK7o0ZYDSvvqequSSEfBqNm=w136-h182,Foto2
﻿Caruso,Leandro Caruso,Leandro Caruso,Posición,FechaNac,LugarNac,Argentina,FechaMuerte,LugarMuerte,Peso,Altura,Procedencia,Destino,Trayectoria,Biografía,https://blogger.googleusercontent.com/img/a/AVvXsEhwkm2rZiJRTRwVl6-9_EbsW3guzVSSobJjs3veZrupRgigxUWpmG6lZYTSOygOgieAQV_NyKz-RQfF3JkKF92wzkR8u3bmdA5icbD-b0159LcB05k1Y3ZcEhquNCdb4lsk3lJmWePQANLxg5yxZ0EAkjsfprXKQgFuyBJAFp1pJijrOlvz_xaKDBAhe6MP=w144-h192,Foto2
﻿Casais,Sergio Casais,Sergio Exequiel Casais,Posición,29/04/1993,LugarNac,Argentina,FechaMuerte,LugarMuerte,Peso,Altura,Inferiores,Dep. Laferrere,Trayectoria,Biografía,https://blogger.googleusercontent.com/img/a/AVvXsEiyvVYqcBLAnE-YHrRDqKfsm1ncjOlbXWZnWf1BDGeJuQ0QWqvY5mDLSIgPsh6XidrZcijz55hp55T15hH8cK2Rx_e902GkhEbHMNlSm-yKbSGDDzU-OTrBp7B1K4L08RLRbRu86rkAV13r5_aSmXZSr01mnELeTmxtnSwji3sKq6JglM0BZ8Hl1aZ6shS-=w138-h184,Foto2
﻿Casartelli,Carlos Casartelli,Carlos David Casartelli,Posición,FechaNac,LugarNac,Argentina,FechaMuerte,LugarMuerte,Peso,Altura,Indios (México),Destino,Trayectoria,Biografía,Foto1,Foto2
Castillo,Germán Castillo,Germán Pablo Castillo,Posición,FechaNac,LugarNac,Argentina,FechaMuerte,LugarMuerte,Peso,Altura,Dep. Cuenca (Ecuador),Destino,Trayectoria,Biografía,Foto1,Foto2
Castro,Alexis Castro,Alexis Nicolás Castro,Posición,FechaNac,LugarNac,Argentina,FechaMuerte,LugarMuerte,Peso,Altura,Al Ahli (Emiratos Árabes),Destino,Trayectoria,Biografía,https://blogger.googleusercontent.com/img/a/AVvXsEjamgGN5ndRDRX9v5pGEvYrq1PLyotlfSWZ9xaTMrFkxYfb6qyYKCO_-7WLJW8t6t3TgjPK6bWS8MIeGNDBMfl_9iWtfHkSXT-gs6DqY70JQYkAsftICB7PbEfOkli-n-qqGRjfMDJAPicdOOO6WqPTbeC8-JqSlEk_ICdR5H_uFHuw1UqzBj66gwJV-e8m,Foto2
Cellay,Christian Cellay,Christian Ariel Cellay,Posición,FechaNac,LugarNac,Argentina,FechaMuerte,LugarMuerte,Peso,Altura,Procedencia,Estudiantes (La Plata),Trayectoria,Biografía,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgDOXFs5Hv0mw_P7VqfMVUAZ2cEeuOIxVMaVQqaheMtGc35V7AW7mqrnV6Kz9ufGjAuvFUI689q7I60-cQeK9I8gePNXBx9oNFQU0Ssuj0XGSHjDBYHP7RJNDx1dammdRZ9G3ZsrR3svr3N/s400/Cellay.jpg,Foto2
﻿Chacón,Santago Chacón,Santiago Chacón,Posición,30/05/1992,LugarNac,Argentina,FechaMuerte,LugarMuerte,Peso,Altura,Inferiores,Destino,Trayectoria,Biografía,Foto1,Foto2
﻿Chiviló,Franco Chiviló,Franco Axel Chiviló,Posición,FechaNac,LugarNac,Argentina,FechaMuerte,LugarMuerte,Peso,Altura,Procedencia,Destino,Trayectoria,Biografía,Foto1,Foto2
﻿Clara,Gino Clara,Gino Agustín Clara,Posición,FechaNac,LugarNac,Argentina,FechaMuerte,LugarMuerte,Peso,Altura,Inferiores,Destino,Trayectoria,Biografía,Foto1,Foto2
Cólzera,Ariel Cólzera,Ariel Adrián Cólzera,Posición,FechaNac,LugarNac,Argentina,FechaMuerte,LugarMuerte,Peso,Altura,Atl. Rafaela,Destino,Trayectoria,Biografía,Foto1,Foto2
﻿Correale,Leonardo Correale,Andrés Leonardo Correale,Posición,17/01/1994,LugarNac,Argentina,FechaMuerte,LugarMuerte,Peso,Altura,Inferiores,UAI Urquiza,Trayectoria,Biografía,Foto1,Foto2
Coyette,Walter Coyette,Walter Gastón Coyette,Posición,FechaNac,LugarNac,Argentina,FechaMuerte,LugarMuerte,Peso,Altura,Procedencia,Destino,Trayectoria,Biografía,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEi42u1zZ8xt58B3OyvosWrMZrNRAeofJGYgU_tp5ilYCeWWmKJuQ5a94mIyTTcbhlHRDExEYjtZFBipfE8jC-5BhyPn6fPTrsAqqHCKxALkyKFaK8Um187SwLVLTLTDQ7d-NU5GqTTOcfpn/s1600/GASTON+COYETTE.jpg,Foto2
Cuesta,Víctor Cuesta,Víctor Cuesta,Posición,FechaNac,LugarNac,Argentina,FechaMuerte,LugarMuerte,Peso,Altura,Procedencia,Destino,Trayectoria,Biografía,Foto1,Foto2
﻿Cura,Kevin Cura,Kevin Eric Cura,Posición,03/10/1990,LugarNac,Argentina,FechaMuerte,LugarMuerte,Peso,Altura,Inferiores,Destino,Trayectoria,Biografía,Foto1,Foto2
﻿Danelón,Alexis Danelón,Alexis Raúl Danelón,Posición,06/01/1986,LugarNac,Argentina,FechaMuerte,LugarMuerte,Peso,Altura,Boca Unidos (Corrientes),Boca Unidos (Corrientes),Trayectoria,Biografía,Foto1,Foto2
Daneri,Esteban Daneri,Esteban Javier Daneri Grosso,Arquero,21/05/1991,Villa Bosch (Buenos Aires),Argentina,FechaMuerte,LugarMuerte,87,"1,91",Inferiores,Talleres (Córdoba),"Huracán, Talleres (Córdoba)",Biografía,Foto1,Foto2
